id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,bathrooms_text,amenities,has_availability,calendar_last_scraped,first_review,last_review,instant_bookable,scrape_id,host_id,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
50437841,https://www.airbnb.com/rooms/50437841,2023-03-30,previous scrape,Capital Suites Luxury Residences,"Hermoso departamento Amueblado y equipado para hacer tu estancia tan placentera y cómoda como sea posible. <br />Tenemos una gran variedad de beneficios dependiendo de tus necesidades. Ubicado en lujoso Edificio , tranquilo y seguro con vigilancia 24 hrs.<br /> A 5 minutos de las mejores plazas comerciales en el corazón de la colonia roma   , conecta con principales vías de acceso. Cuenta con excelentes amenidades como , gimnasio, cafetería y roof garden.",--,https://a0.muscache.com/pictures/96cabda2-8fbc-4c99-9f9d-4480922b2cd9.jpg,https://www.airbnb.com/users/show/407487987,Marisol,2021-06-16,--,--,--,--,--,f,https://a0.muscache.com/im/pictures/user/e79cd0e0-4358-4251-88a2-c1d0e9323b30.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e79cd0e0-4358-4251-88a2-c1d0e9323b30.jpg?aki_policy=profile_x_medium,--,"['email', 'phone']",t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Iron"", ""Lock on bedroom door"", ""TV"", ""Free parking on premises"", ""Outdoor furniture"", ""Hair dryer"", ""Elevator"", ""Washer"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Smoking allowed"", ""First aid kit"", ""Gym"", ""Wifi"", ""Patio or balcony"", ""Dryer"", ""Shampoo""]",t,2023-03-30,2021-06-27,2021-06-27,f,20230329041210,407487987,1.0,1.0,0.0,19.41376,-99.16542,2.0,0.0,1.0,1.0,1790.0,1.0,1125.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.8,5.0,5.0,4.9,4.9,5.0,4.8,0.0,1.0,0.0,1.0,0.0,0.05
50620673,https://www.airbnb.com/rooms/50620673,2023-03-30,city scrape,Habitación a una calle de Reforma,"Nuestra habitación  cuenta con 2 camas tamaño matrimonial, y te da la posibilidad de alojarte con hasta 2 personas extra, cuenta con baño privado y todas las amenidades que necesitas para que tu estancia sea una de las mejores, disfruta de las áreas comunes y cuida de tu economía ya que ofrecemos el mejor precio, la mejor ubicación y la mejor conectividad con las zonas turísticas de la CDMX.",--,https://a0.muscache.com/pictures/fd280508-886f-4c55-87f6-89e553b2f9fb.jpg,https://www.airbnb.com/users/show/403856807,Inmobiliaria,2021-05-27,"Mexico City, Mexico",--,within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_x_medium,Centro Histórico de la Ciudad de México,['phone'],t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Iron"", ""Self check-in"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""First aid kit"", ""Building staff"", ""TV"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-30,2021-06-27,2023-03-20,t,20230329041210,403856807,11.0,21.0,0.0,19.43147,-99.15648,4.0,0.0,1.0,2.0,655.0,1.0,15.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,11.0,34.0,59.0,313.0,28.1,12.8,0.9,4.58,4.64,4.49,4.88,4.71,4.8,4.66,0.0,8.0,0.0,0.8,0.0,1.2
50637272,https://www.airbnb.com/rooms/50637272,2023-03-30,city scrape,Habitación cerca de Zona Rosa,"Habitación de hotel privada con la ubicación ideal para conocer las zonas turísticas de la CDMX, con una increíble seguridad a los alrededores, nuestra habitación cuenta con las amenidades necesarias para poder disfrutar de una de las mejores experiencias en la CDMX, nos encontramos a una calle de Reforma, muy cerca de zona rosa y a 10 minutos en auto del centro histórico.",--,https://a0.muscache.com/pictures/df46c8c1-fd19-4451-be75-ec168fbdf69a.jpg,https://www.airbnb.com/users/show/403856807,Inmobiliaria,2021-05-27,"Mexico City, Mexico",--,within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_x_medium,Centro Histórico de la Ciudad de México,['phone'],t,t,--,Cuauhtémoc,Room in hotel,Private room,1 private bath,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Iron"", ""Self check-in"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""First aid kit"", ""Building staff"", ""TV"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-30,2021-07-10,2023-03-25,t,20230329041210,403856807,11.0,21.0,0.0,19.43028,-99.15816,4.0,0.0,1.0,2.0,658.0,1.0,15.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,9.0,27.0,48.0,308.0,28.1,12.8,0.9,4.55,4.56,4.45,4.79,4.7,4.78,4.56,0.0,8.0,0.0,0.8,0.0,1.2
50637732,https://www.airbnb.com/rooms/50637732,2023-03-30,city scrape,Hermosa habitación frente a WTC México,"Gran ubicación en la zona del WTC, creado para el viajero de negocios que busca confort y descanso en una habitación moderna, ambiente cálido y servicio excepcional.<br /><br />Disfruta de un hospedaje completamente diseñado para tu descanso, con instalaciones que incluyen gimnasio y habitaciones equipadas con: Smart TV, Netflix, Apple TV, entre otras amenidades.",--,https://a0.muscache.com/pictures/4f871d47-d078-4af3-a553-bb92775f6103.jpg,https://www.airbnb.com/users/show/403856807,Inmobiliaria,2021-05-27,"Mexico City, Mexico",--,within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_x_medium,Centro Histórico de la Ciudad de México,['phone'],t,t,--,Benito Juárez,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Iron"", ""Lock on bedroom door"", ""Air conditioning"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Paid parking on premises"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Gym"", ""Building staff"", ""Self check-in"", ""Wifi"", ""Carbon monoxide alarm"", ""Shampoo""]",t,2023-03-30,2021-07-04,2023-03-20,t,20230329041210,403856807,11.0,21.0,0.0,19.39381,-99.17664,2.0,0.0,1.0,1.0,1159.0,1.0,15.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.0,13.0,22.0,161.0,90.0,58.0,2.0,4.88,4.98,4.89,4.98,4.93,4.99,4.84,0.0,8.0,0.0,0.8,0.0,4.25
50480491,https://www.airbnb.com/rooms/50480491,2023-03-29,city scrape,"Suite 6 Covadonga, Coyoacán, 10 min Estadio Azteca","Suites de lujo NUEVAS, recién remodeladas a 5 min en carro del Estadio Azteca, acabados de lujo, ¡ven a estrenarlo!<br /><br />-Todas las estancias tienen desayuno continental de Lunes a Sábado.<br /><br />-TODO EL MOBILIARIO ES NUEVO.<br /><br />-Muchos puntos de interés a los alrededores.<br /><br />-En contra esquina de  placentero parque ""El reloj"".<br /><br />-Hotel Boutique de 9 habitaciones, con cafeteria y  lavanderia (costo extra).<br /><br />-El lugar cuenta con 2 medios baños, 1 en , área de recepción y otro en área de cafetería.<br /><br /><b>The space</b><br />""Inmueble""<br />Recién  reconstruido con los mejores acabados:<br />Contamos con:<br /><br />- Agradable Cafetería.<br />-Area de lavado (costo extra).<br />-2 baños comunes (recepción y cafetería).<br />-Area de Recepción. <br />-Terraza techada de cristal inteligente como área común.  <br />-Terraza al aire libre para fumar.<br /><br />""Seguridad""<br />Para que te sientas más seguro: <br />-Cámaras de seguridad  CC","Barrio tranquilo, a 1.5 cuadras de la Importante Av. Tlalpan, a contra esquina de un agradable y tranquilo parque.<br />A 2 calles de parada de tren ligero ""Registro federal"" y a 3 calles de parada de tren ligero ""Textitlan"". <br /><br />Puntos de Interés:<br />-Estadio Azteca a 2 km mts.  (25 minutos caminando) ( Hay parada de tren ligero justo afuera del Estadio Azteca).<br />-Museo Diego Rivera a 1000 mts. (10 minutos caminando).<br />-Centro de Coyoacán a 7 km (20 minutos en carro).<br />-UVM Coyoacán a 700 mts (5 minutos Caminando).<br />-Xochimilco 10km (20 minutos en carro).<br />-Zona de hospitales: INCAN, Nutrición, Especialidades, Enfermedades mentales, Gea Gonzalez, Cardiología.   ( a 10 minutos en carro).<br />-Hospital Medica Sur.  a  (15 minutos en carro).<br />-Hospital Angeles del Pedregal. (25 minutos en carro).",https://a0.muscache.com/pictures/miso/Hosting-50480491/original/cb8bc675-7f20-4d94-8d5d-6dd1cc3ce818.jpeg,https://www.airbnb.com/users/show/51622893,Luis Felipe,2015-12-17,"Mexico City, Mexico",--,within an hour,99%,100%,t,https://a0.muscache.com/im/pictures/user/d78c41b4-abcb-4932-8a53-c041e856705b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d78c41b4-abcb-4932-8a53-c041e856705b.jpg?aki_policy=profile_x_medium,--,['phone'],t,t,"Mexico City, Ciudad de México, Mexico",Coyoacán,Room in hotel,Private room,1 private bath,"[""Ethernet connection"", ""Smoke alarm"", ""Free street parking"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Garden view"", ""Dining table"", ""Board games"", ""Outdoor dining area"", ""Coffee"", ""Laundromat nearby"", ""Security cameras on property"", ""Essentials"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Paid parking lot off premises"", ""Breakfast"", ""Iron"", ""Microwave"", ""BioNatur body soap"", ""Hot water"", ""Lock on bedroom door"", ""Park view"", ""Outdoor furniture"", ""Hair dryer"", ""LG refrigerator"", ""Barbecue utensils"", ""Fast wifi \u2013 191 Mbps"", ""Hangers"", ""Room-darkening shades"", ""Game console: Xbox One"", ""Fire extinguisher"", ""First aid kit"", ""Building staff"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Self check-in"", ""50\"" HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix"", ""Bed linens"", ""Private patio or balcony"", ""Record player"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Shared backyard \u2013 Fully fenced"", ""Clothing storage: closet"", ""BioNatur shampoo"", ""Window guards""]",t,2023-03-29,2021-12-29,2023-03-13,t,20230329041210,51622893,11.0,12.0,0.0,19.31638,-99.14063,2.0,0.0,1.0,1.0,458.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,21.0,51.0,81.0,356.0,61.0,47.0,2.0,4.79,4.77,4.67,4.87,4.67,4.82,4.77,0.0,10.0,0.0,0.8,0.0,4.01
50700094,https://www.airbnb.com/rooms/50700094,2023-03-30,city scrape,Deluxe Suite en Col. Nápoles,"Gran ubicación en la zona del WTC, creado para el viajero de negocios que busca confort y descanso en una habitación moderna, ambiente cálido y servicio excepcional.<br /><br />Disfruta de un hospedaje completamente diseñado para tu descanso, con instalaciones que incluyen gimnasio y habitaciones equipadas con: Smart TV, Netflix, Apple TV, entre otras amenidades.",--,https://a0.muscache.com/pictures/55751b0b-74de-4795-a270-d9081bded2ab.jpg,https://www.airbnb.com/users/show/403856807,Inmobiliaria,2021-05-27,"Mexico City, Mexico",--,within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_x_medium,Centro Histórico de la Ciudad de México,['phone'],t,t,--,Benito Juárez,Room in hotel,Private room,1 private bath,"[""Smoke alarm"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Iron"", ""Lock on bedroom door"", ""Air conditioning"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Paid parking on premises"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Gym"", ""Building staff"", ""Self check-in"", ""Wifi"", ""Carbon monoxide alarm"", ""Shampoo""]",t,2023-03-30,2021-07-07,2023-03-11,t,20230329041210,403856807,11.0,21.0,0.0,19.39346,-99.17475,3.0,0.0,1.0,1.0,1159.0,1.0,15.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,5.0,14.0,23.0,162.0,94.0,51.0,2.0,4.88,4.89,4.93,4.94,4.79,4.96,4.87,0.0,8.0,0.0,0.8,0.0,4.46
50701023,https://www.airbnb.com/rooms/50701023,2023-03-30,city scrape,Habitación King en zona de Reforma,"Diseño acogedor y minimalista, ideal para el viajero de negocios que busca un espacio práctico con precio justo, calidez en el servicio y ubicación privilegiada en el corazón de la ciudad.<br /><br />Disfruta de un hospedaje funcional completamente diseñado para tu comodidad, a tan sólo una calle de paseo de la Reforma y avenida Insurgentes, en una de los zonas más dinámicas y céntricas de la Ciudad de México, donde tendrás a tu alcance las áreas turísticas y financieras más importantes de la CDMX.",--,https://a0.muscache.com/pictures/b3fc0300-9b93-42a2-a96d-9c5514ce46da.jpg,https://www.airbnb.com/users/show/403856807,Inmobiliaria,2021-05-27,"Mexico City, Mexico",--,within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/14cc402f-fb01-4df0-bec8-a0ab70a01296.jpg?aki_policy=profile_x_medium,Centro Histórico de la Ciudad de México,['phone'],t,t,--,Cuauhtémoc,Room in hotel,Private room,1 shared bath,"[""Dedicated workspace"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Elevator"", ""Iron"", ""Self check-in"", ""Hangers"", ""Shampoo"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Air conditioning"", ""Security cameras on property"", ""First aid kit"", ""Building staff"", ""TV"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hair dryer"", ""Essentials""]",t,2023-03-30,2021-06-29,2023-03-20,t,20230329041210,403856807,11.0,21.0,0.0,19.43055,-99.15839,2.0,0.0,1.0,1.0,668.0,1.0,15.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,4.0,20.0,44.0,308.0,28.1,12.8,0.9,4.58,4.64,4.59,4.88,4.72,4.77,4.64,0.0,8.0,0.0,0.8,0.0,1.2
50796337,https://www.airbnb.com/rooms/50796337,2023-03-29,city scrape,Artist Residency downtown with grdn & art library,--,--,https://a0.muscache.com/pictures/f1ef5e5a-d7b5-445b-9476-bb4dfaee119e.jpg,https://www.airbnb.com/users/show/2518152,Martha Laura,2012-06-01,"Mexico City, Mexico","We are a mexican couple who has been together for more than 25 years. We have two teenagers: a daughter, a son.
We are in the IT business and we love to travel. We always travel as if it was the last trip of our lives. For us, family, love and harmony are essential in life. We enjoy contemporary art and we are dedicated to promoting mexican artists and culture in every place we visit. 
Pancho and I met scuba diving in 1994, therefore the sea, nature and outdoor activities are basic and necessary. We enjoy camping, scuba diving and sailing, sport in which we compete every month in Acapulco.
Lunch time is a special moment for us, a pause where we can enjoy and celebrate being together, a moment apart from the rush of the city where we prepare ourselves for the afternoon daily commitments.
We love Mexico and we are ambassadors of our country, we always talk about how great is the mexican spirit, its culture, gastronomy, nature, beaches and its history. If we had to choose another country to live, it would be Italy for the same reasons we love Mexico.
We recognize ourselves as entrepreneurs because of our professional upbringing, we generate projects and ideas, some of which become business ventures. We've always been motivated by the risk, investing time, money and effort to develop new ideas with a purposeful end. Another factor deeply rooted in our family is ecology and self sustainability and seek to have the least possible impact on our environment and our planet .
We have a francophile part because the 4 of Pancho's grandparents were born in France and married in Mexico . With some friends, we spontaneously create an amateur theater group fifteen years ago, ""Théâtre a la Dérive"", where we enjoy making plays in French just for the pleasure of the whole process, costumes, learning the script and friendship. The group is composed mainly by frenchies living in México.
Today what bring us here is that 14 years ago, on a sabathical year, we lived in a ""Chateau"" in France countryside, and we opened 11 rooms to host our beloved...  more than a hundred friends and family members came to visit and stayed with us in that 12th century castle. The uniqueness of this experience led us to replicate the model in Mexico, and we open our home with a project: Art Residence to share it with you, people with similar interests, that want to enjoy living among art in our village of San Angel,  town founded 500 years ago and today immersed in one of the largest and most exciting cities in the world: Mexico City. Welcome!

In our country we say to our guests: ""Mi casa es tu casa. My home is your home"".",within an hour,100%,94%,t,https://a0.muscache.com/im/users/2518152/profile_pic/1382762540/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2518152/profile_pic/1382762540/original.jpg?aki_policy=profile_x_medium,--,"['email', 'phone', 'work_email']",t,t,--,Azcapotzalco,Private room,Private room,1.5 shared baths,"[""Free street parking"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Fire pit"", ""Long term stays allowed"", ""Garden view"", ""Outdoor dining area"", ""Security cameras on property"", ""Crib"", ""Dedicated workspace"", ""Essentials"", ""Breakfast"", ""Hot water"", ""Lock on bedroom door"", ""TV"", ""Outdoor furniture"", ""Hair dryer"", ""Free parking on premises"", ""Hangers"", ""Smoking allowed"", ""First aid kit"", ""Building staff"", ""Self check-in"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Hammock"", ""Children\u2019s books and toys"", ""Wifi"", ""Paid parking off premises"", ""Dishes and silverware"", ""Shared backyard \u2013 Fully fenced"", ""Outdoor kitchen"", ""Indoor fireplace: wood-burning"", ""Resort access"", ""Shampoo""]",t,2023-03-29,2022-01-20,2022-01-20,t,20230329041210,2518152,8.0,8.0,0.0,19.45877,-99.17539,2.0,0.0,1.0,1.0,750.0,1.9,45.0,1.8,2.0,45.0,45.0,1.9,45.0,0.0,30.0,60.0,90.0,365.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,7.0,1.0,4.0,0.0,0.07
50871792,https://www.airbnb.com/rooms/50871792,2023-03-30,city scrape,"Suites ejecutivas cerca Hospital Militar, Polanco","Confort y ubicación en el exclusivo Polanco, muy cerca de las oficinas del Instituto Nacional de Migración, frente al Hospital Militar y a pocos minutos del Centro Citibanamex.  Ideal para escapadas de fin de semana y shopping (estamos a un par de kms de Antara Fashion Mall, de Av. Masaryk y del dinámico ""Polanquito"") o bien estancias de trabajo, nuestras vías de acceso conectan directo a los principales distritos financieros de la zona.<br />Habitaciones con aire acondicionado y Wifi.","Polanco es uno de los distritos de mayor seguridad, exclusividad y lujo en la Ciudad de México. Céntricamente ubicado en la delegación Miguel Hidalgo, ofrece a los visitantes todas las ventajas de una ciudad cosmopolita, con embajadas, centros corporativos y financieros al alcance de su mano. <br />Para entretenimiento y diversión, los visitantes pueden dirigirse fácilmente desde nuestras instalaciones a Antara Fashion Mall, a Av Masaryk con sus boutiques y restaurantes o bien disfrutar de una tarde apacible y familiar en el acuario Inbursa, el teatro Telmex o el Parque Lincoln y comer en alguno de los muchos restaurantes que lo rodean.<br />Las opciones culturales que Polanco ofrecen van desde el reconocido museo de Antropología e Historia, el Castillo de Chapultepec, el museo Soumaya o el museo de arte Jumex.",https://a0.muscache.com/pictures/miso/Hosting-50871792/original/809d5338-8a01-4537-9a61-0c6c477e0d1d.jpeg,https://www.airbnb.com/users/show/411306948,Alteza,2021-07-06,"Mexico City, Mexico","Privilegiada ubicación al poniente de Polanco, a 19 km del Aeropuerto Internacional Benito Juarez.
Cerca de los Distritos Financieros, los mejores Restaurantes, Museos, Boutiques y Centros Comerciales para ir de compras en la Ciudad de México.
Alteza Polanco se encuentra a 7 minutos en automóvil del Centro Citibanamex y a 10 minutos caminando al Centro Comercial Antara y la lujosa Av. Masaryk, así como del Acuario Inbursa y de los Museos Jumex y Soumaya.
Todas nuestras instalaciones son cien por ciento libre de humo de tabaco. Por el momento no aceptamos mascotas.",--,--,100%,f,https://a0.muscache.com/im/pictures/user/4f2ba7a9-e9bd-4a40-943f-a8294288eac0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4f2ba7a9-e9bd-4a40-943f-a8294288eac0.jpg?aki_policy=profile_x_medium,Polanco,['phone'],t,f,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,Room in hotel,Private room,1 private bath,"[""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Long term stays allowed"", ""Outdoor dining area"", ""Coffee"", ""Security cameras on property"", ""Coffee maker: Nespresso"", ""Dedicated workspace"", ""Essentials"", ""Mini fridge"", ""Iron"", ""Safe"", ""Microwave"", ""Lock on bedroom door"", ""Air conditioning"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Elevator"", ""Heating"", ""Hangers"", ""Fire extinguisher"", ""First aid kit"", ""Gym"", ""Building staff"", ""Self check-in"", ""Bed linens"", ""Wifi"", ""Dishes and silverware"", ""Exercise equipment"", ""Shampoo""]",t,2023-03-30,2021-08-21,2021-08-21,t,20230329041210,411306948,4.0,4.0,0.0,19.438295,-99.211823,2.0,0.0,1.0,1.0,2654.0,1.0,365.0,1.0,1.0,1125.0,1125.0,1.0,1125.0,0.0,30.0,60.0,90.0,365.0,1.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,0.0,4.0,0.0,0.05
50893960,https://www.airbnb.com/rooms/50893960,2023-03-29,city scrape,Personal room for rent,"When you rent your room  with us we offer:<br /><br />-Electronic access to the building<br />-White washing<br />-24hrs security<br />-Parking space<br />-Cleaning room service from monday to saturday.<br /><br />Room:<br />-Full bathroom<br />-Queen  size bed<br />-TV with internet<br />-Frigobar<br />-Closet<br />-Security box<br /><br />Comun area:<br />-Kitchen<br />-Dining room<br />-Living room<br />-Work space<br />-Washing machines<br />-Locker<br />-Roof Garden (Spectacular view to Mexico city downtown area)<br /><br /><b>The space</b><br />Our  rooms  are clean and cosy, you will meet new people, very respectfull and kind staff.<br /><br /><b>Guest access</b><br />You have access to both living floors and our beautiful roof garden.",Very local and quiet.,https://a0.muscache.com/pictures/miso/Hosting-50893960/original/a49866a8-45ad-4934-b828-c25a1b458c84.jpeg,https://www.airbnb.com/users/show/411507264,Nest,2021-07-07,"Mexico City, Mexico","Nest co-living es un concepto innovador de vivienda en renta práctico y flexible que se adapta a tu ritmo de vida.
Tenemos suites completamente amuebladas y con todos los servicios incluidos para tu mayor comodidad.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/cf169e31-a45f-4bba-974c-6ba3faf08ac6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cf169e31-a45f-4bba-974c-6ba3faf08ac6.jpg?aki_policy=profile_x_medium,--,"['email', 'phone', 'work_email']",t,t,"Mexico City, Ciudad de México, Mexico",Miguel Hidalgo,Private room,Private room,1 private bath,"[""Smoke alarm"", ""Private outdoor kitchen"", ""Hot water kettle"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""42\"" HDTV with Netflix"", ""Dining table"", ""Toaster"", ""Outdoor dining area"", ""Laundromat nearby"", ""Security cameras on property"", ""Dedicated workspace"", ""Essentials"", ""Paid parking lot off premises"", ""Mini fridge"", ""Iron"", ""Safe"", ""Microwave"", ""Hot water"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Cooking basics"", ""Elevator"", ""Rice maker"", ""Barbecue utensils"", ""Paid valet parking on premises \u2013 10 spaces"", ""Refrigerator"", ""Free residential garage on premises \u2013 1 space"", ""Free dryer \u2013 In building"", ""Hangers"", ""Room-darkening shades"", ""Fire extinguisher"", ""Kitchen"", ""Blender"", ""First aid kit"", ""Building staff"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Self check-in"", ""Bed linens"", ""Private patio or balcony"", ""Private entrance"", ""Wifi"", ""Free washer \u2013 In building"", ""EV charger"", ""Dishes and silverware"", ""Dishwasher"", ""Clothing storage: closet"", ""Stainless steel gas stove"", ""City skyline view""]",t,2023-03-29,2021-11-08,2023-02-24,t,20230329041210,411507264,1.0,1.0,0.0,19.453215,-99.181328,1.0,0.0,1.0,1.0,1081.0,1.0,365.0,1.0,1.0,1.0,1125.0,1.0,532.0,0.0,30.0,60.0,90.0,278.0,11.0,10.0,0.0,4.55,4.64,4.82,4.55,4.64,4.45,4.09,0.0,1.0,0.0,1.0,0.0,0.65
